Ticket Created Date,Ticket Last Updated Date,Ticket,Ticket Company Name,Event,Price,Tags,Order Created Date,Order Completed Date,Event Month,Ticket Gender Guess,Ticket Email Digest
2015-10-12 04:32:16 UTC,2015-11-05 03:06:22 UTC,Attendee (Early Bird),,WaffleJS (November),10.00,,2015-10-12 04:31:35 UTC,2015-10-12 04:32:16 UTC,Nov,F,378
2015-10-13 01:45:35 UTC,2015-11-05 03:14:09 UTC,Attendee (Early Bird),,WaffleJS (November),10.00,,2015-10-13 01:44:37 UTC,2015-10-13 01:45:35 UTC,Nov,M,205
2015-10-13 14:33:05 UTC,2015-11-05 03:22:26 UTC,Attendee (Early Bird),,WaffleJS (November),10.00,,2015-10-13 14:32:32 UTC,2015-10-13 14:33:05 UTC,Nov,M,379
2015-10-15 23:09:40 UTC,2015-11-05 03:05:45 UTC,Attendee (Early Bird),,WaffleJS (November),10.00,,2015-10-15 23:09:18 UTC,2015-10-15 23:09:40 UTC,Nov,M,166
2015-10-20 00:44:18 UTC,2015-10-20 00:44:18 UTC,Sponsorship (1-month),New Relic,WaffleJS (November),500.00,,2015-10-20 00:43:43 UTC,2015-10-20 00:44:18 UTC,Nov,F,155
2015-10-20 04:13:36 UTC,2015-10-20 04:13:53 UTC,Attendee (Early Bird),,WaffleJS (November),10.00,,2015-10-20 04:12:43 UTC,2015-10-20 04:13:36 UTC,Nov,F,380
2015-10-21 20:51:26 UTC,2015-10-21 20:51:46 UTC,Attendee (Student),,WaffleJS (November),0.00,,2015-10-21 20:51:08 UTC,2015-10-21 20:51:26 UTC,Nov,M,377
2015-10-21 20:51:26 UTC,2015-10-21 20:51:53 UTC,Attendee (Student),,WaffleJS (November),0.00,,2015-10-21 20:51:08 UTC,2015-10-21 20:51:26 UTC,Nov,,28
2015-10-22 19:23:00 UTC,2015-10-22 19:25:54 UTC,Attendee (Early Bird),Clever,WaffleJS (November),10.00,,2015-10-22 19:21:44 UTC,2015-10-22 19:23:00 UTC,Nov,M,381
2015-10-23 06:47:07 UTC,2015-11-05 03:00:58 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-23 06:45:46 UTC,2015-10-23 06:47:07 UTC,Nov,M,382
2015-10-23 17:13:38 UTC,2015-11-05 03:03:17 UTC,Attendee (Regular Bird),Fastly,WaffleJS (November),12.00,,2015-10-23 17:12:07 UTC,2015-10-23 17:13:38 UTC,Nov,F,138
2015-10-23 17:19:04 UTC,2015-11-05 03:09:59 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-23 17:17:07 UTC,2015-10-23 17:19:04 UTC,Nov,M,243
2015-10-23 17:20:15 UTC,2015-10-23 17:20:27 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-23 17:19:26 UTC,2015-10-23 17:20:15 UTC,Nov,M,383
2015-10-23 17:46:12 UTC,2015-11-05 03:01:17 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-23 17:45:21 UTC,2015-10-23 17:46:12 UTC,Nov,,384
2015-10-23 18:31:04 UTC,2015-11-05 03:01:06 UTC,Attendee (Regular Bird),Clever,WaffleJS (November),12.00,,2015-10-23 18:29:53 UTC,2015-10-23 18:31:04 UTC,Nov,M,385
2015-10-23 18:45:40 UTC,2015-11-05 02:57:33 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-23 18:45:10 UTC,2015-10-23 18:45:40 UTC,Nov,M,386
2015-10-25 06:56:28 UTC,2015-10-25 06:56:48 UTC,Attendee (Student),,WaffleJS (November),0.00,,2015-10-25 06:56:09 UTC,2015-10-25 06:56:28 UTC,Nov,F,387
2015-10-25 15:04:56 UTC,2015-11-05 02:08:37 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-25 15:04:28 UTC,2015-10-25 15:04:56 UTC,Nov,M,78
2015-10-25 22:21:44 UTC,2015-10-25 22:22:01 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-25 22:21:26 UTC,2015-10-25 22:21:44 UTC,Nov,M,388
2015-10-25 23:13:42 UTC,2015-10-25 23:14:34 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-25 23:13:01 UTC,2015-10-25 23:13:42 UTC,Nov,F,389
2015-10-26 00:50:10 UTC,2015-11-05 03:04:00 UTC,Attendee (Student Sponsor),,WaffleJS (November),24.00,,2015-10-26 00:49:45 UTC,2015-10-26 00:50:10 UTC,Nov,M,152
2015-10-26 00:50:49 UTC,2015-11-05 03:09:44 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-26 00:50:37 UTC,2015-10-26 00:50:49 UTC,Nov,F,45
2015-10-26 04:30:01 UTC,2015-10-26 04:30:28 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-26 04:24:53 UTC,2015-10-26 04:30:01 UTC,Nov,M,390
2015-10-26 04:30:01 UTC,2015-10-26 04:30:45 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-26 04:24:53 UTC,2015-10-26 04:30:01 UTC,Nov,M,391
2015-10-26 19:35:04 UTC,2015-10-26 19:35:04 UTC,Free Ticket,,WaffleJS (November),0.00,performer,2015-10-26 19:35:03 UTC,2015-10-26 19:35:04 UTC,Nov,F,179
2015-10-26 19:59:31 UTC,2015-11-05 03:06:38 UTC,Free Ticket,,WaffleJS (November),0.00,speaker,2015-10-26 19:59:31 UTC,2015-10-26 19:59:31 UTC,Nov,F,392
2015-10-27 00:51:13 UTC,2015-10-27 00:51:46 UTC,Attendee (Regular Bird),Zaption,WaffleJS (November),12.00,,2015-10-27 00:50:22 UTC,2015-10-27 00:51:13 UTC,Nov,M,393
2015-10-27 00:51:13 UTC,2015-10-27 00:52:03 UTC,Attendee (Regular Bird),Zaption,WaffleJS (November),12.00,,2015-10-27 00:50:22 UTC,2015-10-27 00:51:13 UTC,Nov,M,394
2015-10-27 06:38:08 UTC,2015-11-05 02:53:57 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-27 06:37:38 UTC,2015-10-27 06:38:08 UTC,Nov,M,309
2015-10-27 17:14:43 UTC,2015-11-05 03:00:47 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-27 17:13:55 UTC,2015-10-27 17:14:44 UTC,Nov,M,395
2015-10-28 03:07:13 UTC,2015-11-05 04:02:29 UTC,Free Ticket,Uber,WaffleJS (November),0.00,speaker,2015-10-28 03:07:13 UTC,2015-10-28 03:07:13 UTC,Nov,M,396
2015-10-28 03:14:28 UTC,2015-11-05 02:54:42 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-28 03:12:50 UTC,2015-10-28 03:14:28 UTC,Nov,F,397
2015-10-28 20:38:11 UTC,2015-11-05 02:44:10 UTC,Attendee (Regular Bird),Intercom,WaffleJS (November),12.00,,2015-10-28 20:37:46 UTC,2015-10-28 20:38:11 UTC,Nov,M,398
2015-10-28 21:19:10 UTC,2015-11-05 04:23:00 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-28 21:17:48 UTC,2015-10-28 21:19:10 UTC,Nov,M,399
2015-10-28 21:50:46 UTC,2015-11-05 02:47:43 UTC,Free Ticket,,WaffleJS (November),0.00,speaker,2015-10-28 21:50:45 UTC,2015-10-28 21:50:46 UTC,Nov,M,163
2015-10-28 21:58:09 UTC,2015-11-05 03:36:21 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-28 21:57:09 UTC,2015-10-28 21:58:09 UTC,Nov,M,400
2015-10-28 22:19:38 UTC,2015-11-05 03:10:10 UTC,Attendee (Student Sponsor),,WaffleJS (November),24.00,,2015-10-28 22:18:47 UTC,2015-10-28 22:19:38 UTC,Nov,,401
2015-10-28 23:22:57 UTC,2015-11-05 03:04:27 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-28 23:22:14 UTC,2015-10-28 23:22:57 UTC,Nov,M,403
2015-10-28 23:22:57 UTC,2015-11-05 03:04:59 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-28 23:22:14 UTC,2015-10-28 23:22:57 UTC,Nov,,402
2015-10-29 00:12:44 UTC,2015-11-05 02:59:52 UTC,Attendee (Student Sponsor),,WaffleJS (November),24.00,,2015-10-29 00:12:12 UTC,2015-10-29 00:12:45 UTC,Nov,M,31
2015-10-29 01:10:05 UTC,2015-10-29 03:50:27 UTC,Free Ticket,,WaffleJS (November),0.00,opendoor,2015-10-29 01:10:05 UTC,2015-10-29 01:10:05 UTC,Nov,F,404
2015-10-29 03:40:14 UTC,2015-11-05 03:14:36 UTC,Free Ticket,,WaffleJS (November),0.00,performer,2015-10-29 03:40:14 UTC,2015-10-29 03:40:14 UTC,Nov,M,180
2015-10-29 04:38:20 UTC,2015-11-05 03:20:42 UTC,Attendee (Student Sponsor),,WaffleJS (November),24.00,,2015-10-29 04:37:24 UTC,2015-10-29 04:38:20 UTC,Nov,F,405
2015-10-29 04:51:10 UTC,2015-10-29 04:51:22 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-29 04:50:46 UTC,2015-10-29 04:51:10 UTC,Nov,F,406
2015-10-29 04:55:25 UTC,2015-10-29 04:55:39 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-29 04:54:11 UTC,2015-10-29 04:55:25 UTC,Nov,M,407
2015-10-29 04:55:25 UTC,2015-10-29 04:56:10 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-29 04:54:11 UTC,2015-10-29 04:55:25 UTC,Nov,F,408
2015-10-29 05:11:39 UTC,2015-10-29 05:11:54 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-29 05:11:03 UTC,2015-10-29 05:11:39 UTC,Nov,M,368
2015-10-29 05:24:56 UTC,2015-11-05 02:56:31 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-10-29 05:23:44 UTC,2015-10-29 05:24:56 UTC,Nov,F,409
2015-10-29 05:39:40 UTC,2015-11-05 03:08:17 UTC,Free Ticket,,WaffleJS (November),0.00,speaker,2015-10-29 05:39:40 UTC,2015-10-29 05:39:41 UTC,Nov,F,295
2015-10-29 05:49:03 UTC,2015-10-29 05:49:11 UTC,Attendee (Student Sponsor),,WaffleJS (October),24.00,,2015-10-29 05:46:41 UTC,2015-10-29 05:49:03 UTC,Oct,F,550
2015-10-29 05:49:56 UTC,2015-10-29 05:50:09 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-10-29 05:48:58 UTC,2015-10-29 05:49:56 UTC,Nov,M,410
2015-10-29 13:25:39 UTC,2015-11-05 03:00:08 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-10-29 13:25:16 UTC,2015-10-29 13:25:39 UTC,Nov,M,22
2015-10-29 16:14:03 UTC,2015-11-05 02:16:42 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-29 16:13:14 UTC,2015-10-29 16:14:03 UTC,Nov,,223
2015-10-29 17:30:09 UTC,2015-10-29 17:30:26 UTC,Attendee (Student Sponsor),,WaffleJS (November),24.00,,2015-10-29 17:29:39 UTC,2015-10-29 17:30:09 UTC,Nov,M,411
2015-10-29 18:03:48 UTC,2015-10-29 18:03:48 UTC,Free Ticket,,WaffleJS (October),0.00,talk submitter,2015-10-29 18:03:48 UTC,2015-10-29 18:03:48 UTC,Oct,M,61
2015-10-29 18:11:35 UTC,2015-11-05 03:07:03 UTC,Free Ticket,,WaffleJS (November),0.00,talk submitter,2015-10-29 18:11:35 UTC,2015-10-29 18:11:35 UTC,Nov,M,61
2015-10-29 21:00:13 UTC,2015-11-05 02:52:12 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-10-29 20:58:41 UTC,2015-10-29 21:00:13 UTC,Nov,M,412
2015-10-29 21:01:11 UTC,2015-11-05 02:52:18 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-10-29 21:00:31 UTC,2015-10-29 21:01:12 UTC,Nov,M,413
2015-10-29 22:03:03 UTC,2015-11-05 03:22:11 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-29 21:58:54 UTC,2015-10-29 22:03:03 UTC,Nov,,373
2015-10-30 01:04:14 UTC,2015-11-05 03:20:17 UTC,Free Ticket,,WaffleJS (November),0.00,future,2015-10-30 01:04:14 UTC,2015-10-30 01:04:14 UTC,Nov,F,101
2015-10-30 01:06:47 UTC,2015-10-30 01:06:48 UTC,Free Ticket,,WaffleJS (November),0.00,future,2015-10-30 01:06:47 UTC,2015-10-30 01:06:48 UTC,Nov,M,53
2015-10-30 01:10:42 UTC,2015-11-05 03:28:12 UTC,Free Ticket,,WaffleJS (November),0.00,future,2015-10-30 01:10:42 UTC,2015-10-30 01:10:43 UTC,Nov,M,414
2015-10-30 04:09:11 UTC,2015-11-05 02:47:48 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-30 04:07:59 UTC,2015-10-30 04:09:11 UTC,Nov,,163
2015-10-30 07:07:03 UTC,2015-11-05 03:16:51 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-30 07:06:36 UTC,2015-10-30 07:07:03 UTC,Nov,,415
2015-10-30 07:07:33 UTC,2015-11-05 03:00:37 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-10-30 07:06:55 UTC,2015-10-30 07:07:33 UTC,Nov,M,82
2015-10-31 20:04:34 UTC,2015-11-05 02:59:19 UTC,Attendee (Student Sponsor),,WaffleJS (November),24.00,,2015-10-31 20:03:52 UTC,2015-10-31 20:04:34 UTC,Nov,M,274
2015-11-02 06:31:44 UTC,2015-11-02 06:32:14 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-11-02 06:31:18 UTC,2015-11-02 06:31:44 UTC,Nov,M,416
2015-11-02 06:35:34 UTC,2015-11-05 03:03:49 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-02 06:30:33 UTC,2015-11-02 06:35:34 UTC,Nov,M,417
2015-11-02 16:59:12 UTC,2015-11-02 16:59:24 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-02 16:58:33 UTC,2015-11-02 16:59:12 UTC,Nov,,418
2015-11-02 18:26:43 UTC,2015-11-05 03:01:34 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-02 18:26:20 UTC,2015-11-02 18:26:43 UTC,Nov,M,419
2015-11-02 18:51:35 UTC,2015-11-05 02:47:32 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-02 18:50:51 UTC,2015-11-02 18:51:35 UTC,Nov,F,420
2015-11-02 19:54:25 UTC,2015-11-02 19:54:25 UTC,Sponsorship (1 month),,WaffleJS (December),500.00,,2015-11-02 19:53:29 UTC,2015-11-02 19:54:25 UTC,Dec,F,75
2015-11-02 23:04:44 UTC,2015-11-05 02:56:47 UTC,Free Ticket,New Relic,WaffleJS (November),0.00,sponsor,2015-11-02 23:04:44 UTC,2015-11-02 23:04:44 UTC,Nov,F,155
2015-11-02 23:09:10 UTC,2015-11-05 04:12:35 UTC,Free Ticket,New Relic,WaffleJS (November),0.00,sponsor,2015-11-02 23:09:10 UTC,2015-11-02 23:09:10 UTC,Nov,,421
2015-11-02 23:52:08 UTC,2015-11-05 02:57:44 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-02 23:51:12 UTC,2015-11-02 23:52:08 UTC,Nov,M,422
2015-11-03 17:56:07 UTC,2015-11-05 03:06:16 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-03 17:55:19 UTC,2015-11-03 17:56:07 UTC,Nov,M,423
2015-11-03 20:20:27 UTC,2015-11-03 20:20:39 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-11-03 20:19:05 UTC,2015-11-03 20:20:27 UTC,Nov,M,424
2015-11-04 00:29:31 UTC,2015-11-05 03:15:16 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-04 00:28:32 UTC,2015-11-04 00:29:31 UTC,Nov,M,425
2015-11-04 02:42:05 UTC,2015-11-05 03:12:19 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-11-04 02:41:07 UTC,2015-11-04 02:42:05 UTC,Nov,M,426
2015-11-04 02:54:12 UTC,2015-11-05 03:20:01 UTC,Free Ticket,,WaffleJS (November),0.00,performer,2015-11-04 02:54:12 UTC,2015-11-04 02:54:12 UTC,Nov,M,427
2015-11-04 15:32:07 UTC,2015-11-05 02:49:05 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-04 15:28:52 UTC,2015-11-04 15:32:07 UTC,Nov,M,145
2015-11-04 16:35:08 UTC,2015-11-05 03:14:25 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-04 16:34:35 UTC,2015-11-04 16:35:08 UTC,Nov,,428
2015-11-04 18:11:52 UTC,2015-11-05 03:42:01 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-11-04 18:01:14 UTC,2015-11-04 18:11:52 UTC,Nov,M,178
2015-11-04 18:38:17 UTC,2015-11-05 03:01:43 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-11-04 18:17:21 UTC,2015-11-04 18:38:18 UTC,Nov,M,429
2015-11-04 18:51:10 UTC,2015-11-05 02:50:19 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-11-04 18:50:16 UTC,2015-11-04 18:51:10 UTC,Nov,M,50
2015-11-04 19:15:30 UTC,2015-11-05 03:11:01 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-04 19:13:32 UTC,2015-11-04 19:15:30 UTC,Nov,M,430
2015-11-04 20:11:45 UTC,2015-11-05 04:10:56 UTC,Attendee (Student Sponsor),Servicerocket ,WaffleJS (November),24.00,,2015-11-04 20:08:56 UTC,2015-11-04 20:11:45 UTC,Nov,,431
2015-11-04 20:33:43 UTC,2015-11-04 20:34:02 UTC,Attendee (Student),,WaffleJS (November),0.00,,2015-11-04 20:33:28 UTC,2015-11-04 20:33:43 UTC,Nov,,432
2015-11-04 20:36:43 UTC,2015-11-05 03:10:54 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-04 20:35:51 UTC,2015-11-04 20:36:43 UTC,Nov,M,433
2015-11-04 20:38:38 UTC,2015-11-05 03:05:28 UTC,Attendee (Regular Bird),Microsoft,WaffleJS (November),12.00,,2015-11-04 20:38:02 UTC,2015-11-04 20:38:38 UTC,Nov,M,434
2015-11-04 20:39:40 UTC,2015-11-05 03:05:22 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-04 20:38:12 UTC,2015-11-04 20:39:40 UTC,Nov,F,435
2015-11-04 20:43:03 UTC,2015-11-04 20:43:56 UTC,Attendee (Student),,WaffleJS (November),0.00,,2015-11-04 20:41:32 UTC,2015-11-04 20:43:03 UTC,Nov,F,436
2015-11-04 22:27:27 UTC,2015-11-05 03:09:15 UTC,Attendee (Regular Bird),@jm3,WaffleJS (November),12.00,,2015-11-04 22:26:38 UTC,2015-11-04 22:27:27 UTC,Nov,M,437
2015-11-04 22:30:51 UTC,2015-11-05 02:59:41 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-11-04 22:30:11 UTC,2015-11-04 22:30:51 UTC,Nov,M,276
2015-11-04 22:42:17 UTC,2015-11-05 03:04:11 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-04 22:41:36 UTC,2015-11-04 22:42:17 UTC,Nov,M,438
2015-11-04 22:45:16 UTC,2015-11-05 03:05:10 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-04 22:44:47 UTC,2015-11-04 22:45:16 UTC,Nov,M,439
2015-11-04 22:47:38 UTC,2015-11-05 03:08:55 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-04 22:47:11 UTC,2015-11-04 22:47:38 UTC,Nov,M,440
2015-11-04 22:53:50 UTC,2015-11-05 03:08:34 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-11-04 22:53:14 UTC,2015-11-04 22:53:50 UTC,Nov,F,441
2015-11-04 23:01:30 UTC,2015-11-05 03:08:23 UTC,Attendee (Regular Bird),,WaffleJS (November),10.80,,2015-11-04 23:00:24 UTC,2015-11-04 23:01:31 UTC,Nov,F,442
2015-11-04 23:27:29 UTC,2015-11-05 03:05:39 UTC,Attendee (Regular Bird),Microsoft,WaffleJS (November),12.00,,2015-11-04 23:26:29 UTC,2015-11-04 23:27:29 UTC,Nov,M,443
2015-11-04 23:27:29 UTC,2015-11-05 03:10:26 UTC,Attendee (Regular Bird),Microsoft,WaffleJS (November),12.00,,2015-11-04 23:26:29 UTC,2015-11-04 23:27:29 UTC,Nov,M,444
2015-11-04 23:55:04 UTC,2015-11-05 03:16:58 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-04 23:53:54 UTC,2015-11-04 23:55:04 UTC,Nov,,445
2015-11-05 01:07:39 UTC,2015-11-05 04:46:08 UTC,Attendee (Regular Bird),CyberCode Twins,WaffleJS (November),12.00,,2015-11-05 01:06:21 UTC,2015-11-05 01:07:39 UTC,Nov,F,446
2015-11-05 02:19:21 UTC,2015-11-05 02:19:38 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-05 02:18:55 UTC,2015-11-05 02:19:21 UTC,Nov,M,252
2015-11-05 02:41:09 UTC,2015-11-05 02:42:07 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-05 02:39:50 UTC,2015-11-05 02:41:09 UTC,Nov,M,447
2015-11-05 02:49:55 UTC,2015-11-05 02:50:06 UTC,Attendee (Regular Bird),,WaffleJS (November),12.00,,2015-11-05 02:49:26 UTC,2015-11-05 02:49:55 UTC,Nov,F,448
2015-11-05 02:50:21 UTC,2015-11-05 17:21:03 UTC,Attendee (Regular Bird),Mapbox,WaffleJS (November),12.00,,2015-11-05 02:49:08 UTC,2015-11-05 02:50:21 UTC,Nov,M,591
2015-11-05 22:53:56 UTC,2015-12-03 03:16:15 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-05 22:52:59 UTC,2015-11-05 22:53:56 UTC,Dec,M,76
2015-11-05 23:26:21 UTC,2015-12-03 03:17:37 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-05 23:25:53 UTC,2015-11-05 23:26:21 UTC,Dec,M,31
2015-11-06 00:26:27 UTC,2015-12-03 02:43:31 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-06 00:23:57 UTC,2015-11-06 00:26:27 UTC,Dec,M,77
2015-11-06 01:44:12 UTC,2015-12-03 02:56:33 UTC,Student Sponsor,Earnest,WaffleJS (December),24.00,,2015-11-06 01:43:52 UTC,2015-11-06 01:44:12 UTC,Dec,M,78
2015-11-06 03:04:34 UTC,2015-12-03 03:02:12 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-06 03:04:10 UTC,2015-11-06 03:04:34 UTC,Dec,M,39
2015-11-06 03:04:34 UTC,2015-12-03 03:02:28 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-06 03:04:10 UTC,2015-11-06 03:04:34 UTC,Dec,M,40
2015-11-06 19:38:29 UTC,2015-12-03 03:00:21 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-06 19:37:11 UTC,2015-11-06 19:38:29 UTC,Dec,M,79
2015-11-06 19:41:35 UTC,2015-11-06 19:41:49 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-06 19:40:49 UTC,2015-11-06 19:41:35 UTC,Dec,F,80
2015-11-06 20:00:31 UTC,2015-11-06 20:00:48 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-06 20:00:13 UTC,2015-11-06 20:00:31 UTC,Dec,M,81
2015-11-06 22:30:42 UTC,2015-12-03 03:13:07 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-06 22:30:25 UTC,2015-11-06 22:30:42 UTC,Dec,M,82
2015-11-07 17:34:39 UTC,2015-12-03 02:59:50 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-07 17:34:13 UTC,2015-11-07 17:34:39 UTC,Dec,F,83
2015-11-09 18:14:35 UTC,2015-12-03 03:18:14 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-09 18:13:16 UTC,2015-11-09 18:14:35 UTC,Dec,M,84
2015-11-09 18:21:36 UTC,2015-12-03 03:14:16 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-09 18:21:02 UTC,2015-11-09 18:21:36 UTC,Dec,,85
2015-11-10 00:11:56 UTC,2015-12-03 02:45:41 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-10 00:09:49 UTC,2015-11-10 00:11:56 UTC,Dec,F,86
2015-11-10 18:51:43 UTC,2015-12-03 03:00:47 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-06 19:41:50 UTC,2015-11-10 18:51:43 UTC,Dec,M,87
2015-11-12 01:47:57 UTC,2015-12-03 03:06:10 UTC,Free,,WaffleJS (December),0.00,speaker,2015-11-12 01:47:57 UTC,2015-11-12 01:47:57 UTC,Dec,F,88
2015-11-13 23:03:55 UTC,2015-12-03 03:07:29 UTC,Student Sponsor,,WaffleJS (December),24.00,,2015-11-13 23:03:30 UTC,2015-11-13 23:03:55 UTC,Dec,M,89
2015-11-16 02:57:17 UTC,2015-11-16 05:32:16 UTC,Early Bird,Khan Academy,WaffleJS (December),10.00,,2015-11-16 02:56:13 UTC,2015-11-16 02:57:17 UTC,Dec,M,91
2015-11-16 02:57:17 UTC,2015-12-03 03:04:46 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-16 02:56:13 UTC,2015-11-16 02:57:17 UTC,Dec,F,92
2015-11-16 02:57:17 UTC,2015-12-03 03:04:52 UTC,Early Bird,Khan Academy,WaffleJS (December),10.00,,2015-11-16 02:56:13 UTC,2015-11-16 02:57:17 UTC,Dec,M,90
2015-11-16 02:57:17 UTC,2015-12-03 03:05:07 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-16 02:56:13 UTC,2015-11-16 02:57:17 UTC,Dec,M,93
2015-11-16 22:37:05 UTC,2015-12-03 03:02:45 UTC,Early Bird,Sentry,WaffleJS (December),10.00,,2015-11-16 22:36:43 UTC,2015-11-16 22:37:05 UTC,Dec,M,94
2015-11-16 22:37:05 UTC,2015-12-03 03:02:55 UTC,Early Bird,,WaffleJS (December),10.00,,2015-11-16 22:36:43 UTC,2015-11-16 22:37:05 UTC,Dec,M,95
2015-11-17 22:31:56 UTC,2015-12-03 02:58:17 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-17 22:31:29 UTC,2015-11-17 22:31:56 UTC,Dec,M,96
2015-11-17 22:33:05 UTC,2015-12-03 02:58:43 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-17 22:32:05 UTC,2015-11-17 22:33:05 UTC,Dec,,97
2015-11-17 22:33:25 UTC,2015-12-03 02:58:33 UTC,Regular Bird,Zephyr Health,WaffleJS (December),12.00,,2015-11-17 22:32:01 UTC,2015-11-17 22:33:25 UTC,Dec,M,98
2015-11-17 23:06:45 UTC,2015-12-03 03:01:35 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-17 23:05:41 UTC,2015-11-17 23:06:45 UTC,Dec,M,99
2015-11-17 23:19:52 UTC,2015-12-03 02:58:06 UTC,Regular Bird,"Zephyr Health, inc",WaffleJS (December),12.00,,2015-11-17 23:19:08 UTC,2015-11-17 23:19:52 UTC,Dec,M,100
2015-11-18 22:44:39 UTC,2015-12-03 02:47:13 UTC,Free,,WaffleJS (December),0.00,speaker,2015-11-18 22:44:38 UTC,2015-11-18 22:44:39 UTC,Dec,F,101
