Ticket Created Date,Ticket Last Updated Date,Ticket,Ticket Company Name,Event,Price,Tags,Order Created Date,Order Completed Date,Event Month,Ticket Gender Guess,Ticket Email Digest
2015-11-19 03:29:28 UTC,2015-11-20 06:54:33 UTC,Student (Sponsored),,WaffleJS (December),0.00,,2015-11-19 03:29:09 UTC,2015-11-19 03:29:28 UTC,Dec,F,102
2015-11-19 18:17:12 UTC,2015-11-19 18:17:23 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 18:15:43 UTC,2015-11-19 18:17:12 UTC,Dec,F,103
2015-11-19 18:26:02 UTC,2015-12-03 03:13:34 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 18:25:18 UTC,2015-11-19 18:26:02 UTC,Dec,F,104
2015-11-19 18:38:52 UTC,2015-12-03 02:45:47 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 18:38:04 UTC,2015-11-19 18:38:52 UTC,Dec,F,105
2015-11-19 18:42:07 UTC,2015-12-03 03:10:13 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 18:41:44 UTC,2015-11-19 18:42:07 UTC,Dec,M,106
2015-11-19 18:57:40 UTC,2015-12-03 03:12:15 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 18:57:17 UTC,2015-11-19 18:57:40 UTC,Dec,F,107
2015-11-19 19:10:58 UTC,2015-12-03 03:17:26 UTC,Regular Bird,Earnest,WaffleJS (December),12.00,,2015-11-19 19:10:04 UTC,2015-11-19 19:10:58 UTC,Dec,F,108
2015-11-19 19:14:42 UTC,2015-12-03 02:54:15 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 19:14:20 UTC,2015-11-19 19:14:42 UTC,Dec,F,109
2015-11-19 19:29:04 UTC,2015-12-03 03:09:57 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 19:28:47 UTC,2015-11-19 19:29:04 UTC,Dec,F,4
2015-11-19 20:11:03 UTC,2015-12-03 02:53:29 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 20:07:29 UTC,2015-11-19 20:11:03 UTC,Dec,F,110
2015-11-19 20:13:19 UTC,2015-12-03 03:13:23 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 20:12:46 UTC,2015-11-19 20:13:19 UTC,Dec,F,111
2015-11-19 22:10:59 UTC,2015-12-03 02:45:59 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 22:10:36 UTC,2015-11-19 22:10:59 UTC,Dec,M,112
2015-11-19 22:11:38 UTC,2015-12-03 02:49:45 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 22:09:56 UTC,2015-11-19 22:11:38 UTC,Dec,F,113
2015-11-19 22:16:10 UTC,2015-12-03 03:01:46 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-19 22:14:44 UTC,2015-11-19 22:16:10 UTC,Dec,F,114
2015-11-20 04:03:14 UTC,2015-12-03 03:15:59 UTC,Student Sponsor,,WaffleJS (December),24.00,,2015-11-20 04:02:33 UTC,2015-11-20 04:03:14 UTC,Dec,F,115
2015-11-20 05:47:41 UTC,2015-11-20 05:47:58 UTC,Regular Bird,IFTTT,WaffleJS (December),12.00,,2015-11-20 05:46:32 UTC,2015-11-20 05:47:41 UTC,Dec,,116
2015-11-20 05:55:21 UTC,2015-11-30 23:19:21 UTC,Student (Sponsored),,WaffleJS (December),0.00,,2015-11-20 05:54:55 UTC,2015-11-20 05:55:21 UTC,Dec,F,28
2015-11-20 18:05:10 UTC,2015-11-20 18:05:26 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-20 18:04:39 UTC,2015-11-20 18:05:10 UTC,Dec,M,117
2015-11-20 21:46:52 UTC,2015-11-20 21:47:25 UTC,Student Sponsor,,WaffleJS (December),24.00,,2015-11-20 21:45:50 UTC,2015-11-20 21:46:52 UTC,Dec,M,118
2015-11-21 21:35:12 UTC,2015-12-01 00:10:23 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-21 21:34:51 UTC,2015-11-21 21:35:12 UTC,Dec,M,56
2015-11-21 21:58:53 UTC,2015-12-03 03:08:08 UTC,Free,,WaffleJS (December),0.00,future,2015-11-21 21:58:53 UTC,2015-11-21 21:58:54 UTC,Dec,M,53
2015-11-23 01:51:44 UTC,2015-12-03 03:04:19 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-23 01:50:34 UTC,2015-11-23 01:51:44 UTC,Dec,F,119
2015-11-23 19:43:55 UTC,2015-12-03 03:46:28 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-23 19:42:48 UTC,2015-11-23 19:43:55 UTC,Dec,F,120
2015-11-23 19:57:01 UTC,2015-12-03 03:03:32 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-23 19:56:29 UTC,2015-11-23 19:57:01 UTC,Dec,M,26
2015-11-23 20:10:56 UTC,2015-11-23 20:11:37 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-23 20:10:03 UTC,2015-11-23 20:10:56 UTC,Dec,M,121
2015-11-23 20:28:03 UTC,2015-11-23 20:28:11 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-23 20:27:32 UTC,2015-11-23 20:28:03 UTC,Dec,M,122
2015-11-23 21:21:09 UTC,2015-11-23 21:21:19 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-23 21:20:51 UTC,2015-11-23 21:21:09 UTC,Dec,F,123
2015-11-23 21:21:09 UTC,2015-12-03 00:58:15 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-23 21:20:51 UTC,2015-11-23 21:21:09 UTC,Dec,F,124
2015-11-23 21:36:56 UTC,2015-12-03 04:36:04 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-11-23 21:36:26 UTC,2015-11-23 21:36:56 UTC,Dec,M,125
2015-11-23 21:38:43 UTC,2015-11-23 21:39:02 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-23 21:37:46 UTC,2015-11-23 21:38:43 UTC,Dec,M,126
2015-11-23 21:40:02 UTC,2015-12-03 03:27:19 UTC,Free,,WaffleJS (December),0.00,speaker,2015-11-23 21:40:02 UTC,2015-11-23 21:40:02 UTC,Dec,F,127
2015-11-23 22:54:39 UTC,2015-12-03 02:37:04 UTC,Free,,WaffleJS (December),0.00,speaker,2015-11-23 22:54:39 UTC,2015-11-23 22:54:39 UTC,Dec,M,128
2015-11-23 23:50:05 UTC,2015-12-03 03:17:48 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-23 23:49:37 UTC,2015-11-23 23:50:05 UTC,Dec,F,129
2015-11-24 00:26:42 UTC,2015-12-03 03:31:34 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-24 00:26:11 UTC,2015-11-24 00:26:42 UTC,Dec,M,130
2015-11-24 01:16:07 UTC,2015-12-03 03:06:13 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-11-24 01:14:18 UTC,2015-11-24 01:16:07 UTC,Dec,M,131
2015-11-24 01:25:06 UTC,2015-12-03 03:05:13 UTC,Student Sponsor,Remix Software,WaffleJS (December),24.00,,2015-11-24 01:24:22 UTC,2015-11-24 01:25:06 UTC,Dec,M,132
2015-11-24 01:26:24 UTC,2015-12-03 03:01:24 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-24 01:25:58 UTC,2015-11-24 01:26:24 UTC,Dec,M,133
2015-11-24 02:51:22 UTC,2015-12-03 03:31:45 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-11-24 02:49:49 UTC,2015-11-24 02:51:22 UTC,Dec,F,37
2015-11-24 05:38:17 UTC,2015-11-24 05:38:39 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-24 05:35:53 UTC,2015-11-24 05:38:17 UTC,Dec,F,134
2015-11-24 05:38:17 UTC,2015-12-03 02:19:04 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-24 05:35:53 UTC,2015-11-24 05:38:17 UTC,Dec,F,28
2015-11-24 07:32:28 UTC,2015-12-03 03:03:54 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-24 07:31:54 UTC,2015-11-24 07:32:28 UTC,Dec,M,38
2015-11-24 18:22:20 UTC,2015-12-03 02:40:00 UTC,Student Sponsor,,WaffleJS (December),24.00,,2015-11-24 18:20:17 UTC,2015-11-24 18:22:20 UTC,Dec,M,135
2015-11-24 21:43:13 UTC,2015-12-03 03:09:21 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-24 21:40:40 UTC,2015-11-24 21:43:13 UTC,Dec,F,136
2015-11-25 02:31:30 UTC,2015-11-25 02:31:40 UTC,Free,,WaffleJS (December),0.00,friend,2015-11-25 02:31:30 UTC,2015-11-25 02:31:31 UTC,Dec,M,137
2015-11-25 07:16:09 UTC,2015-12-03 03:03:43 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-11-25 07:15:42 UTC,2015-11-25 07:16:09 UTC,Dec,F,138
2015-11-25 18:48:40 UTC,2015-11-25 18:48:56 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-25 18:48:07 UTC,2015-11-25 18:48:40 UTC,Dec,M,139
2015-11-25 23:55:41 UTC,2015-12-03 03:14:47 UTC,Student Sponsor,Clef,WaffleJS (December),24.00,,2015-11-25 23:55:00 UTC,2015-11-25 23:55:41 UTC,Dec,M,140
2015-11-28 00:29:55 UTC,2015-12-03 03:21:10 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-28 00:29:28 UTC,2015-11-28 00:29:56 UTC,Dec,M,141
2015-11-28 18:27:59 UTC,2015-12-03 03:33:04 UTC,Regular Bird,Mozilla,WaffleJS (December),12.00,,2015-11-28 18:27:22 UTC,2015-11-28 18:27:59 UTC,Dec,M,66
2015-11-28 18:44:39 UTC,2015-12-03 03:17:59 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-28 18:43:45 UTC,2015-11-28 18:44:40 UTC,Dec,F,142
2015-11-28 22:04:04 UTC,2015-12-03 02:51:08 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-28 22:03:09 UTC,2015-11-28 22:04:04 UTC,Dec,M,144
2015-11-28 22:04:04 UTC,2015-12-03 03:14:00 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-28 22:03:09 UTC,2015-11-28 22:04:04 UTC,Dec,F,143
2015-11-29 19:23:54 UTC,2015-12-03 03:08:22 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-29 19:22:18 UTC,2015-11-29 19:23:54 UTC,Dec,M,145
2015-11-29 21:06:22 UTC,2015-12-03 03:05:24 UTC,Student Sponsor,Braintree,WaffleJS (December),24.00,,2015-11-29 21:05:40 UTC,2015-11-29 21:06:22 UTC,Dec,M,146
2015-11-30 04:16:03 UTC,2015-12-03 02:55:45 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-30 04:15:14 UTC,2015-11-30 04:16:03 UTC,Dec,M,147
2015-11-30 04:40:50 UTC,2015-12-03 03:28:21 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-30 04:39:47 UTC,2015-11-30 04:40:50 UTC,Dec,M,148
2015-11-30 05:11:03 UTC,2015-12-03 02:51:17 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-30 05:10:20 UTC,2015-11-30 05:11:03 UTC,Dec,M,149
2015-11-30 19:42:35 UTC,2015-12-03 02:43:18 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-30 19:41:04 UTC,2015-11-30 19:42:35 UTC,Dec,,150
2015-11-30 19:52:07 UTC,2015-11-30 19:52:22 UTC,Regular Bird,DataHero,WaffleJS (December),12.00,,2015-11-30 19:50:47 UTC,2015-11-30 19:52:07 UTC,Dec,M,151
2015-11-30 20:15:52 UTC,2015-12-03 03:45:30 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-30 20:15:37 UTC,2015-11-30 20:15:52 UTC,Dec,F,45
2015-11-30 20:15:52 UTC,2015-12-03 03:45:46 UTC,Student Sponsor,,WaffleJS (December),24.00,,2015-11-30 20:15:37 UTC,2015-11-30 20:15:52 UTC,Dec,M,152
2015-11-30 21:28:33 UTC,2015-11-30 21:28:33 UTC,Free,Opendoor,WaffleJS (December),0.00,sponsor,2015-11-30 21:28:32 UTC,2015-11-30 21:28:33 UTC,Dec,M,153
2015-11-30 21:51:33 UTC,2015-12-03 03:21:36 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-30 21:47:03 UTC,2015-11-30 21:51:33 UTC,Dec,F,154
2015-11-30 22:10:03 UTC,2015-12-03 02:43:52 UTC,Free,New Relic,WaffleJS (December),0.00,sponsor,2015-11-30 22:10:03 UTC,2015-11-30 22:10:03 UTC,Dec,F,155
2015-11-30 22:10:35 UTC,2015-12-03 02:43:46 UTC,Free,New Relic,WaffleJS (December),0.00,sponsor,2015-11-30 22:10:35 UTC,2015-11-30 22:10:35 UTC,Dec,M,156
2015-11-30 22:24:02 UTC,2015-11-30 22:24:22 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-11-30 22:23:29 UTC,2015-11-30 22:24:02 UTC,Dec,M,157
2015-11-30 22:32:39 UTC,2015-12-03 04:24:02 UTC,Student (Sponsored),,WaffleJS (December),0.00,,2015-11-30 22:32:23 UTC,2015-11-30 22:32:39 UTC,Dec,F,158
2015-11-30 22:35:00 UTC,2015-11-30 22:35:20 UTC,Student (Sponsored),,WaffleJS (December),0.00,,2015-11-30 22:34:53 UTC,2015-11-30 22:35:00 UTC,Dec,M,159
2015-11-30 22:42:09 UTC,2015-12-03 03:07:13 UTC,Free,,WaffleJS (December),0.00,future,2015-11-30 22:42:09 UTC,2015-11-30 22:42:09 UTC,Dec,M,6
2015-11-30 23:13:26 UTC,2015-12-03 03:08:29 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-30 23:12:47 UTC,2015-11-30 23:13:26 UTC,Dec,M,161
2015-11-30 23:13:26 UTC,2015-12-03 03:08:40 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-30 23:12:47 UTC,2015-11-30 23:13:26 UTC,Dec,M,160
2015-11-30 23:27:45 UTC,2015-12-03 03:15:23 UTC,Regular Bird,MEYER CO,WaffleJS (December),12.00,,2015-11-30 23:27:05 UTC,2015-11-30 23:27:45 UTC,Dec,M,162
2015-11-30 23:28:45 UTC,2015-12-03 02:40:22 UTC,Student Sponsor,,WaffleJS (December),24.00,,2015-11-30 23:28:09 UTC,2015-11-30 23:28:45 UTC,Dec,M,163
2015-11-30 23:52:51 UTC,2015-12-03 03:11:34 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-30 23:51:56 UTC,2015-11-30 23:52:51 UTC,Dec,M,164
2015-11-30 23:53:06 UTC,2015-12-03 03:25:40 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-11-30 23:52:37 UTC,2015-11-30 23:53:06 UTC,Dec,M,165
2015-12-01 00:14:36 UTC,2015-12-01 00:15:40 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 00:14:17 UTC,2015-12-01 00:14:36 UTC,Dec,F,1
2015-12-01 00:19:22 UTC,2015-12-03 02:55:34 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 00:18:40 UTC,2015-12-01 00:19:22 UTC,Dec,M,166
2015-12-01 01:20:43 UTC,2015-12-03 03:28:32 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 01:19:59 UTC,2015-12-01 01:20:43 UTC,Dec,F,167
2015-12-01 01:40:33 UTC,2015-12-03 03:25:29 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 01:40:01 UTC,2015-12-01 01:40:33 UTC,Dec,M,168
2015-12-01 01:41:59 UTC,2015-12-01 01:42:16 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-12-01 01:41:03 UTC,2015-12-01 01:41:59 UTC,Dec,M,169
2015-12-01 01:44:02 UTC,2015-12-03 03:06:31 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-12-01 01:43:22 UTC,2015-12-01 01:44:02 UTC,Dec,M,170
2015-12-01 02:10:52 UTC,2015-12-03 02:52:45 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 02:10:02 UTC,2015-12-01 02:10:52 UTC,Dec,,171
2015-12-01 02:43:29 UTC,2015-12-03 02:57:15 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 02:42:28 UTC,2015-12-01 02:43:29 UTC,Dec,M,172
2015-12-01 02:51:44 UTC,2015-12-03 02:52:49 UTC,Student (Sponsored),,WaffleJS (December),0.00,,2015-12-01 02:51:35 UTC,2015-12-01 02:51:44 UTC,Dec,,173
2015-12-01 04:55:01 UTC,2015-12-03 03:02:02 UTC,Regular Bird,Lever,WaffleJS (December),12.00,,2015-12-01 04:51:00 UTC,2015-12-01 04:55:01 UTC,Dec,F,174
2015-12-01 05:06:12 UTC,2015-12-01 05:07:10 UTC,Student (Sponsored),,WaffleJS (December),0.00,,2015-12-01 05:05:51 UTC,2015-12-01 05:06:12 UTC,Dec,M,175
2015-12-01 06:22:08 UTC,2015-12-03 03:24:57 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 06:21:00 UTC,2015-12-01 06:22:08 UTC,Dec,M,176
2015-12-01 06:36:29 UTC,2015-12-01 06:36:38 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 06:35:48 UTC,2015-12-01 06:36:29 UTC,Dec,M,177
2015-12-01 16:01:29 UTC,2015-12-03 03:01:03 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-12-01 16:00:25 UTC,2015-12-01 16:01:29 UTC,Dec,M,178
2015-12-01 18:31:55 UTC,2015-12-03 02:55:48 UTC,Free,,WaffleJS (December),0.00,performer,2015-12-01 18:31:55 UTC,2015-12-01 18:31:55 UTC,Dec,F,179
2015-12-01 19:11:13 UTC,2015-12-03 03:04:40 UTC,Free,,WaffleJS (December),0.00,performer,2015-12-01 19:11:13 UTC,2015-12-01 19:11:13 UTC,Dec,M,180
2015-12-01 22:21:11 UTC,2015-12-01 22:21:29 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 22:20:21 UTC,2015-12-01 22:21:11 UTC,Dec,M,181
2015-12-01 22:34:04 UTC,2015-12-01 22:34:28 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 22:33:27 UTC,2015-12-01 22:34:04 UTC,Dec,F,182
2015-12-01 22:40:33 UTC,2015-12-01 22:41:39 UTC,Regular Bird,Uber,WaffleJS (December),12.00,,2015-12-01 22:33:01 UTC,2015-12-01 22:40:33 UTC,Dec,F,183
2015-12-01 23:48:07 UTC,2015-12-03 03:46:02 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 23:47:42 UTC,2015-12-01 23:48:07 UTC,Dec,M,184
2015-12-01 23:48:30 UTC,2015-12-03 02:36:58 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-01 23:47:01 UTC,2015-12-01 23:48:30 UTC,Dec,M,185
2015-12-02 00:06:43 UTC,2015-12-02 00:06:57 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 00:05:14 UTC,2015-12-02 00:06:43 UTC,Dec,F,186
2015-12-02 00:33:30 UTC,2015-12-03 02:53:11 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 00:32:44 UTC,2015-12-02 00:33:30 UTC,Dec,M,187
2015-12-02 01:26:29 UTC,2015-12-03 02:59:14 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-12-02 01:25:40 UTC,2015-12-02 01:26:29 UTC,Dec,M,28
2015-12-02 01:37:23 UTC,2015-12-02 01:37:23 UTC,Free,Dropbox,WaffleJS (December),0.00,sponsor,2015-12-02 01:37:23 UTC,2015-12-02 01:37:23 UTC,Dec,F,188
2015-12-02 02:40:19 UTC,2015-12-03 03:03:11 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 02:39:50 UTC,2015-12-02 02:40:19 UTC,Dec,M,189
2015-12-02 04:45:20 UTC,2015-12-02 04:45:56 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 04:43:34 UTC,2015-12-02 04:45:21 UTC,Dec,F,190
2015-12-02 04:57:37 UTC,2015-12-03 03:12:57 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-12-02 04:56:35 UTC,2015-12-02 04:57:37 UTC,Dec,F,46
2015-12-02 05:09:42 UTC,2015-12-02 05:09:59 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 05:07:50 UTC,2015-12-02 05:09:42 UTC,Dec,M,191
2015-12-02 15:22:03 UTC,2015-12-03 02:56:49 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 15:21:12 UTC,2015-12-02 15:22:03 UTC,Dec,M,192
2015-12-02 18:02:06 UTC,2015-12-02 18:02:17 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 18:01:01 UTC,2015-12-02 18:02:06 UTC,Dec,M,64
2015-12-02 18:28:23 UTC,2015-12-03 03:28:48 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 18:27:08 UTC,2015-12-02 18:28:23 UTC,Dec,M,193
2015-12-02 19:02:36 UTC,2015-12-03 03:31:54 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 19:02:11 UTC,2015-12-02 19:02:36 UTC,Dec,F,194
2015-12-02 19:02:54 UTC,2015-12-03 03:06:47 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 19:02:22 UTC,2015-12-02 19:02:54 UTC,Dec,F,195
2015-12-02 19:05:15 UTC,2015-12-03 03:07:08 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 19:01:25 UTC,2015-12-02 19:05:15 UTC,Dec,M,29
2015-12-02 19:05:19 UTC,2015-12-03 03:07:57 UTC,Regular Bird,"npm, Inc",WaffleJS (December),12.00,,2015-12-02 19:04:17 UTC,2015-12-02 19:05:19 UTC,Dec,,196
2015-12-02 19:09:53 UTC,2015-12-03 03:20:50 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 19:08:16 UTC,2015-12-02 19:09:53 UTC,Dec,M,197
2015-12-02 19:38:09 UTC,2015-12-03 03:44:17 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-12-02 19:37:23 UTC,2015-12-02 19:38:09 UTC,Dec,M,198
2015-12-02 19:58:38 UTC,2015-12-03 03:44:28 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-12-02 19:57:26 UTC,2015-12-02 19:58:38 UTC,Dec,M,199
2015-12-02 20:28:15 UTC,2015-12-02 20:28:28 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-12-02 20:27:08 UTC,2015-12-02 20:28:15 UTC,Dec,,200
2015-12-02 20:31:47 UTC,2015-12-03 03:25:08 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-12-02 20:31:24 UTC,2015-12-02 20:31:47 UTC,Dec,F,201
2015-12-02 20:31:47 UTC,2015-12-03 03:25:19 UTC,Regular Bird,,WaffleJS (December),10.80,,2015-12-02 20:31:24 UTC,2015-12-02 20:31:47 UTC,Dec,M,202
2015-12-02 20:47:21 UTC,2015-12-02 20:48:15 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 20:46:09 UTC,2015-12-02 20:47:21 UTC,Dec,M,203
2015-12-02 20:47:21 UTC,2015-12-02 20:49:21 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 20:46:09 UTC,2015-12-02 20:47:21 UTC,Dec,M,204
2015-12-02 21:15:59 UTC,2015-12-03 04:03:13 UTC,Regular Bird,,WaffleJS (December),12.00,,2015-12-02 21:14:50 UTC,2015-12-02 21:15:59 UTC,Dec,M,205
2015-12-03 01:26:10 UTC,2015-12-03 03:02:34 UTC,Student (Sponsored),,WaffleJS (December),0.00,,2015-12-03 01:26:00 UTC,2015-12-03 01:26:10 UTC,Dec,M,263
2015-12-03 19:09:36 UTC,2016-01-07 03:18:30 UTC,Early Bird,,WaffleJS (January),10.00,,2015-12-03 19:09:13 UTC,2015-12-03 19:09:36 UTC,Jan,M,130
2015-12-03 19:25:15 UTC,2016-01-07 03:09:07 UTC,Early Bird,,WaffleJS (January),10.00,,2015-12-03 19:24:46 UTC,2015-12-03 19:25:16 UTC,Jan,M,106
2015-12-03 19:30:46 UTC,2015-12-03 19:30:58 UTC,Early Bird,,WaffleJS (January),10.00,,2015-12-03 19:29:51 UTC,2015-12-03 19:30:46 UTC,Jan,M,131
2015-12-03 19:36:53 UTC,2015-12-03 19:37:03 UTC,Early Bird,,WaffleJS (January),10.00,,2015-12-03 19:36:27 UTC,2015-12-03 19:36:53 UTC,Jan,M,82
2015-12-03 21:51:46 UTC,2016-01-07 03:25:17 UTC,Early Bird,Lever,WaffleJS (January),10.00,,2015-12-03 21:51:15 UTC,2015-12-03 21:51:46 UTC,Jan,F,174
2015-12-04 02:43:15 UTC,2015-12-04 02:43:27 UTC,Early Bird,,WaffleJS (January),10.00,,2015-12-04 02:42:56 UTC,2015-12-04 02:43:15 UTC,Jan,M,40
2015-12-04 02:43:15 UTC,2015-12-04 02:44:03 UTC,Early Bird,,WaffleJS (January),10.00,,2015-12-04 02:42:56 UTC,2015-12-04 02:43:15 UTC,Jan,M,39
2015-12-04 04:08:27 UTC,2015-12-04 04:08:47 UTC,Early Bird,,WaffleJS (January),10.00,,2015-12-04 04:07:13 UTC,2015-12-04 04:08:27 UTC,Jan,M,77
2015-12-04 22:28:51 UTC,2015-12-04 22:29:17 UTC,Early Bird,,WaffleJS (January),10.00,,2015-12-04 22:28:10 UTC,2015-12-04 22:28:51 UTC,Jan,F,297
2015-12-04 22:32:27 UTC,2015-12-04 22:33:07 UTC,Early Bird,MEYER CO,WaffleJS (January),10.00,,2015-12-04 22:29:42 UTC,2015-12-04 22:32:27 UTC,Jan,M,162
2015-12-05 18:31:28 UTC,2016-01-07 02:46:21 UTC,Early Bird,Heroku,WaffleJS (January),10.00,,2015-12-05 18:29:23 UTC,2015-12-05 18:31:28 UTC,Jan,M,224
2015-12-06 17:27:40 UTC,2016-01-07 03:04:44 UTC,Early Bird,,WaffleJS (January),10.00,,2015-12-06 17:27:18 UTC,2015-12-06 17:27:40 UTC,Jan,M,211
2015-12-06 17:56:47 UTC,2015-12-06 17:57:22 UTC,Student Sponsor,,WaffleJS (January),24.00,,2015-12-06 17:55:52 UTC,2015-12-06 17:56:47 UTC,Jan,,298
2015-12-07 00:02:52 UTC,2015-12-07 00:03:12 UTC,Regular Bird,,WaffleJS (January),12.00,,2015-12-07 00:01:53 UTC,2015-12-07 00:02:52 UTC,Jan,M,299
2015-12-07 17:31:25 UTC,2015-12-07 17:31:42 UTC,Student Sponsor,,WaffleJS (January),24.00,,2015-12-07 17:31:02 UTC,2015-12-07 17:31:25 UTC,Jan,M,78
2015-12-07 22:54:55 UTC,2015-12-07 22:54:55 UTC,Free,,WaffleJS (January),0.00,opendoor,2015-12-07 22:54:55 UTC,2015-12-07 22:54:55 UTC,Jan,M,300
2015-12-08 00:59:00 UTC,2015-12-08 01:00:11 UTC,Regular Bird,,WaffleJS (January),12.00,,2015-12-08 00:58:03 UTC,2015-12-08 00:59:00 UTC,Jan,,28
2015-12-08 00:59:00 UTC,2016-01-07 02:22:44 UTC,Regular Bird,,WaffleJS (January),12.00,,2015-12-08 00:58:03 UTC,2015-12-08 00:59:00 UTC,Jan,,223
2015-12-09 03:12:09 UTC,2016-01-07 03:05:22 UTC,Student Sponsor,,WaffleJS (January),24.00,,2015-12-09 03:11:40 UTC,2015-12-09 03:12:09 UTC,Jan,M,243
2015-12-09 17:44:38 UTC,2015-12-09 17:45:00 UTC,Regular Bird,,WaffleJS (January),12.00,,2015-12-09 17:43:36 UTC,2015-12-09 17:44:38 UTC,Jan,M,301
